Наименование^Смеситель для ванны Ledeme H12 L2712,Категория^smesiteli,Артикул^L2712,Коллекция^H12,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для ванны,Управление^Двухвентильные,Стиль^Классика,Цвет^Хром,Форма излива^Нижний,Функции излива^Поворотный,Длина излива^30 см,Размер излива^Длинный,Способ монтажа^Настенные,Тип подводки^Жесткая подводка,Тип картриджа^Керамическая кран-букса,Переключение на душ^Поворотное,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"В комплекте^Душевая лейка, Держатель лейки, Комплект отражателей, Комплект эксцентриков","images_path^./images/smesiteli//L2712/smesitel-ledeme-h12-l27121.jpg,./images/smesiteli//L2712/smesitel-dlya-vanny-ledeme-l2712030.jpg"
Наименование^Смеситель Ledeme H03W L2003W,Категория^smesiteli,Артикул^L2003W,Коллекция^H03W,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для душа,Управление^Однорычажные,Стиль^Современные,"Цвет^Хром, Белый/хром, Белые",Форма излива^Без излива,Способ монтажа^Настенные,Тип подводки^Жесткая подводка,Тип картриджа^Керамический 35 мм,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Материал^Латунь,"В комплекте^Душевая лейка, Держатель лейки, Комплект отражателей, Комплект эксцентриков","images_path^./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w020.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w001.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w030.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w0021.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w0031.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w0041.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w0051.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w0061.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w007.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w008.jpg,./images/smesiteli//L2003W/smesitel-dlya-dusha-ledeme-l2003w009.jpg"
Наименование^Смеситель для раковины Ledeme H52 L1052-2 Хром,Категория^smesiteli,Артикул^L1052-2,Коллекция^H52,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для раковины,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Высокий,Функции излива^Поворотный,Размер излива^Короткий,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L1052-2/smesitel-dlya-rakoviny-ledeme-l1052-2-khrom020.jpg,./images/smesiteli//L1052-2/smesitel-dlya-rakoviny-ledeme-l1052-2-khrom030.jpg"
Наименование^Смеситель для кухни Ledeme H01 L4201,Категория^smesiteli,Артикул^L4201,Коллекция^H01,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Низкий,Функции излива^Поворотный,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L4201/smesitel-ledeme-h01-l42011.jpg,./images/smesiteli//L4201/smesitel-ledeme-h01-l4201-v-interere1.jpg,./images/smesiteli//L4201/smesitel-dlya-kukhni-ledeme-l4201030.jpg"
Наименование^Смеситель для кухни Ledeme H25 L4225,Категория^smesiteli,Артикул^L4225,Коллекция^H25,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Низкий,Функции излива^Поворотный,Размер излива^Длинный,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L4225/smesitel-ledeme-h25-l42251.jpg,./images/smesiteli//L4225/smesitel-dlya-kukhni-ledeme-l4225030.jpg"
Наименование^Смеситель для раковины Ledeme H84 L1084-2,Категория^smesiteli,Артикул^L1084-2,Коллекция^H84,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для раковины,Управление^Двухвентильные,Стиль^Современные,Цвет^Хром,Высота излива^Высокий,Функции излива^Поворотный,Размер излива^Короткий,"Способ монтажа^На одно отверстие, На гайке",Тип подводки^Гибкая подводка,Тип картриджа^Керамическая кран-букса,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L1084-2/smesitel-ledeme-h84-l1084-211.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20011.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20021.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20031.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20041.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20051.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20061.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20071.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20081.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20091.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-20101.jpg,./images/smesiteli//L1084-2/smesitel-dlya-rakoviny-ledeme-l1084-2030.jpg"
Наименование^Смеситель для кухни Ledeme  L1055-4 Хром,Категория^smesiteli,Артикул^L1055-4,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Средний,Функции излива^Поворотный,Размер излива^Средний,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,images_path^./images/smesiteli//L1055-4/smesitel-ledeme-l1055-41.jpg
Наименование^Смеситель для кухни Ledeme  L4398 Хром,Категория^smesiteli,Артикул^L4398,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Высокий,Функции излива^Поворотный,Размер излива^Короткий,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 35 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L4398/smesitel-ledeme-l43981.jpg,./images/smesiteli//L4398/smesitel-dlya-kukhni-ledeme-l4398-khrom030.jpg"
Наименование^Смеситель для кухни Ledeme H60 L4660,Категория^smesiteli,Артикул^L4660,Коллекция^H60,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Форма излива^Нижний,Функции излива^Поворотный,Размер излива^Средний,Способ монтажа^Настенные,Тип подводки^Жесткая подводка,Тип картриджа^Керамический 35 мм,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"В комплекте^Комплект отражателей, Комплект эксцентриков","images_path^./images/smesiteli//L4660/smesitel-ledeme-h60-l466011.jpg,./images/smesiteli//L4660/smesitel-dlya-kukhni-ledeme-l4660030.jpg"
Наименование^Смеситель для раковины Ledeme H21 L1021,Категория^smesiteli,Артикул^L1021,Коллекция^H21,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для раковины,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Низкий,Функции излива^Стационарный,Размер излива^Короткий,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L1021/smesitel-ledeme-h21-l10211.jpg,./images/smesiteli//L1021/smesitel-ledeme-h21-l1021-v-interere1.jpg,./images/smesiteli//L1021/smesitel-dlya-rakoviny-ledeme-l1021030.jpg"
Наименование^Смеситель для душа Ledeme H04 L2004,Категория^smesiteli,Артикул^L2004,Коллекция^H04,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для душа,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Форма излива^Без излива,Способ монтажа^Настенные,Тип подводки^Жесткая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Материал^Латунь,"В комплекте^Душевая лейка, Держатель лейки, Комплект отражателей, Комплект эксцентриков","images_path^./images/smesiteli//L2004/smesitel-ledeme-h04-l200411.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040011.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040301.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l2004002.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040031.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040041.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040051.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040061.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040071.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040081.jpg,./images/smesiteli//L2004/smesitel-dlya-dusha-ledeme-l20040091.jpg"
Наименование^Смеситель для кухни Ledeme H01-1 L4201-1,Категория^smesiteli,Артикул^L4201-1,Коллекция^H01-1,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Матовый хром,Высота излива^Низкий,Функции излива^Поворотный,Размер излива^Длинный,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 40 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L4201-1/smesitel-ledeme-h01-1-l4201-11.jpg,./images/smesiteli//L4201-1/smesitel-dlya-kukhni-ledeme-l4201-1030.jpg"
Наименование^Смеситель для кухни Ledeme H13A L4913A,Категория^smesiteli,Артикул^L4913A,Коллекция^H13A,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Сатин,Высота излива^Низкий,Функции излива^Поворотный,Размер излива^Длинный,"Способ монтажа^На одно отверстие, На гайке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 35 мм,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L4913A/smesitel-dlya-kukhni-ledeme-l4913a20.jpg,./images/smesiteli//L4913A/smesitel-dlya-kukhni-ledeme-l4913a004.jpg"
Наименование^Смеситель для раковины Ledeme H54 L1054,Категория^smesiteli,Артикул^L1054,Коллекция^H54,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для раковины,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Низкий,Функции излива^Стационарный,Размер излива^Короткий,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 35 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L1054/smesitel-ledeme-h54-l10541.jpg,./images/smesiteli//L1054/smesitel-ledeme-h54-l1054-v-interere1.jpg,./images/smesiteli//L1054/smesitel-dlya-rakoviny-ledeme-l1054030.jpg"
Наименование^Смеситель для кухни Ledeme  L4298 Хром,Категория^smesiteli,Артикул^L4298,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Назначение^Для кухни,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Высота излива^Высокий,Функции излива^Поворотный,Размер излива^Короткий,"Способ монтажа^На одно отверстие, На шпильке",Тип подводки^Гибкая подводка,Тип картриджа^Керамический 35 мм,Система быстрого монтажа^Есть,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Латунь,"images_path^./images/smesiteli//L4298/smesitel-ledeme-l42981.jpg,./images/smesiteli//L4298/smesitel-dlya-kukhni-ledeme-l4298-khrom030.jpg"
Наименование^Смеситель для ванны Ledeme H46 L2246,Категория^smesiteli,Артикул^L2246,Коллекция^H46,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Назначение^Для ванны,Управление^Однорычажные,Стиль^Современные,Цвет^Хром,Форма излива^Нижний,Функции излива^Поворотный,Длина излива^30 см,Размер излива^Длинный,Способ монтажа^Настенные,Тип подводки^Жесткая подводка,Тип картриджа^Керамический 35 мм,Переключение на душ^Поворотное,Система быстрого монтажа^Нет,Присоединительный размер^1/2,Особенности^С аэратором,Материал^Силумин,"В комплекте^Душевая лейка, Держатель лейки, Комплект отражателей, Комплект эксцентриков","images_path^./images/smesiteli//L2246/smesitel-ledeme-h46-l224611.jpg,./images/smesiteli//L2246/smesitel-dlya-vanny-ledeme-l2246030.jpg"
